fecha,hora,latitude,longitude,depth,mag
1954-02-12,10:08:46.000,-17.5,-70,120,5.1
1954-02-13,02:00:00.000,-6.8,-76.8,30,4.3
1954-02-16,02:30:00.000,-13.6,-76.6,80,4.2
1954-02-26,10:51:00.000,-12,-76.5,30,3.1
1954-02-28,06:15:00.000,-16.7,-71.45,15,3.6
1954-03-01,22:13:00.000,-12,-76.5,30,3.1
1954-03-21,16:12:00.000,-16.67,-71.5,40,3.7
1954-03-22,22:50:00.000,-17.4,-70.5,30,4
1954-03-24,01:00:00.000,-9.2,-78.9,40,4.1
1954-04-07,17:51:00.000,-13.6,-72.3,30,3.9
1954-04-09,06:17:37.000,-15,-69.5,223,4.7
1954-04-19,05:15:00.000,-16.77,-71.4,25,3.9
1954-04-19,11:30:00.000,-17,-71.2,30,3.8
1954-04-19,14:20:00.000,-16.77,-71.4,25,3.9
1954-05-03,22:05:00.000,-16.7,-71.45,35,3.4
1954-05-05,08:40:00.000,-13.55,-71.97,30,3
1954-05-06,19:58:00.000,-12.4,-77.5,40,4.1
1954-05-09,15:26:00.000,-5.8,-77.3,30,3.9
1954-05-10,14:40:00.000,-17.4,-70.5,30,3.6
1954-05-12,02:50:00.000,-12,-76.8,90,5
1954-05-18,15:45:00.000,-9.2,-78.9,40,4.6
1954-05-21,00:59:00.000,-16.45,-71.75,25,4.2
1954-05-21,01:09:00.000,-16.75,-71.4,30,3.4
1954-05-25,00:20:00.000,-16.25,-71.8,15,4.6
1954-05-29,12:11:37.000,-12,-68,0,5.7
1954-05-29,18:30:00.000,-16.25,-71.9,15,3.9
1954-05-30,05:28:00.000,-16.25,-71.9,40,3.4
1954-06-02,02:15:00.000,-13.5,-72.7,25,4.1
1954-06-12,07:54:00.000,-16.65,-71.5,25,3.9
1954-06-15,13:29:59.000,-6.233,-77.077,100,6.6
1954-06-30,05:30:00.000,-16.67,-71.4,30,3.3
1954-07-05,16:37:00.000,-12.4,-77.5,40,4.1
1954-07-07,20:44:00.000,-12.3,-77.5,30,4.3
1954-07-08,09:00:00.000,-8.44,-77.52,25,3.7
1954-07-08,14:22:00.000,-16.67,-71.4,30,3.3
1954-07-10,05:20:00.000,-16.6,-71.6,15,4.6
1954-07-13,21:54:00.000,-15.9,-73.2,20,4.4
1954-07-22,10:42:00.000,-12.3,-77.5,30,3.9
1954-08-02,07:00:00.000,-16.25,-71.8,30,3.3
1954-08-04,09:35:00.000,-16.25,-71.8,30,3.3
1954-08-07,09:37:24.000,-18.5,-69,140,6.2
1954-08-07,20:10:00.000,-13.5,-71.2,15,3.8
1954-08-14,23:30:00.000,-11.5,-77.9,40,4.3
1954-08-29,08:30:00.000,-13.2,-77.4,30,4.7
1954-08-31,16:56:00.000,-12.3,-77.5,40,4.2
1954-09-19,18:45:00.000,-13.6,-76.6,80,4.7
1954-09-20,14:34:00.000,-11.803,-77.362,40,4.8
1954-09-26,01:35:00.000,-16.6,-71.45,30,3.2
1954-09-26,09:00:00.000,-10.9,-78.1,40,4.2
1954-10-02,23:23:00.000,-11.95,-77.6,40,4.3
1954-10-08,07:41:00.000,-5.95,-77,100,5
1954-10-15,03:36:00.000,-12.3,-77.5,40,4.2
1954-10-20,11:12:00.000,-17.4,-70.5,30,3.1
1954-10-26,15:00:00.000,-14.3,-75.8,80,4.6
1954-11-07,09:47:00.000,-16.6,-71.45,30,3.2
1954-11-09,21:45:00.000,-16.4,-71.8,30,3.3
1954-11-12,06:30:00.000,-16.4,-71.8,30,4
1954-12-03,18:46:00.000,-12.3,-77.5,40,4
1954-12-05,07:28:00.000,-16.28,-71.7,30,4.1
1954-12-07,11:10:00.000,-12.3,-77.5,40,4.3
1954-12-12,23:48:00.000,-12.4,-77.5,40,4.1
1954-12-17,21:00:00.000,-5.6,-80.3,90,4.8
1954-12-19,09:00:00.000,-16.28,-71.7,30,3.2
1954-12-19,10:25:00.000,-17.1,-71.15,30,3.9
1954-12-26,08:15:00.000,-8.69,-77.25,20,3.8
1954-12-28,17:00:00.000,-16.5,-71.66,20,4.4
1954-12-31,18:29:00.000,-12.4,-77.5,40,4.1
1955-01-01,17:30:00.000,-12.4,-77.5,40,4.1
1955-01-03,18:41:57.000,-15,-75.4,64,5.9
1955-01-08,03:00:00.000,-14.4,-71.49,25,3.8
1955-01-08,07:00:00.000,-14.4,-71.49,30,3.2
1955-02-16,16:30:00.000,-11.5,-77.8,40,3.7
1955-02-17,08:48:34.000,-4,-79,0,5.7
1955-02-17,16:06:00.000,-12,-76.5,30,3.1
1955-02-20,12:20:00.000,-13.5,-71.2,15,3.8
1955-02-28,00:36:00.000,-12,-76.5,30,3.1
1955-03-09,13:20:00.000,-12.1,-76.8,90,4.8
1955-03-10,23:19:00.000,-12.7,-77.5,40,4.3
1955-03-15,06:25:00.000,-9.2,-78.9,40,4.9
1955-03-16,09:30:00.000,-16.25,-71.8,30,3.6
1955-03-21,04:50:00.000,-16.25,-71.8,30,3.8
1955-04-19,09:59:00.000,-4,-80.7,30,4.2
1955-04-25,00:24:00.000,-7.1,-80.4,30,4.7
1955-05-02,02:57:00.000,-12,-76.5,30,3.3
1955-05-04,17:00:00.000,-4.4,-81.5,30,4.1
1955-05-23,13:30:00.000,-16.25,-71.8,30,3.8
1955-06-03,17:33:00.000,-12.4,-77.5,40,4.6
1955-06-12,14:51:00.000,-11.73,-76.66,30,3.8
1955-06-20,02:00:00.000,-13.5,-72,20,4.1
1955-06-23,17:30:00.000,-7,-80.5,40,4.2
1955-07-02,19:50:00.000,-16.2,-71.9,40,3.4
1955-07-05,08:46:00.000,-12.4,-77.5,30,4
1955-07-05,17:14:00.000,-12.1,-76.8,90,4.6
1955-07-06,00:45:00.000,-12.4,-77.4,40,4
1955-07-16,13:31:43.000,-14,-78.5,50,5
1955-07-21,11:45:40.000,-15.4,-74,60,6.8
1955-08-04,17:26:00.000,-9.2,-78.9,40,4.3
1955-08-19,16:28:50.000,-9,-71,650,5.7
1955-08-20,18:32:00.000,-11.5,-75,30,4.2
1955-08-27,02:49:00.000,-17.2,-70.9,25,4.1
1955-08-29,09:45:00.000,-14.3,-75.8,80,4.6
1955-08-29,11:15:00.000,-14.3,-75.8,80,4.3
1955-08-30,11:57:00.000,-12.05,-76.6,30,3.5
1955-08-31,10:20:00.000,-11.73,-76.66,30,3.1
1955-09-06,19:00:00.000,-11.73,-76.66,30,3.4
1955-09-12,02:52:00.000,-8.9,-75.7,30,4.3
1955-09-13,22:15:00.000,-12,-76.5,30,4
1955-10-09,21:03:00.000,-15.122,-73.029,25,4.6
1955-10-28,10:32:00.000,-11.295,-76.608,30,4
1955-11-05,15:30:00.000,-16.6,-71.7,30,3.3
1955-11-07,19:57:00.000,-12.1,-76.7,90,4.5
1955-11-11,08:50:00.000,-16.6,-71.7,30,3.3
1955-11-26,20:40:00.000,-7,-80.5,40,4.8
1955-12-08,10:00:00.000,-16.6,-71.7,30,3.8
1955-12-14,20:50:00.000,-4.4,-81.6,30,4.5
1955-12-22,11:17:00.000,-12.4,-77.5,30,4
1956-01-08,20:54:13.000,-19,-70,11,7.1
1956-02-18,10:24:20.000,-5,-79.5,33,5.3
1956-03-22,06:33:55.000,-3.531,-78.849,35,6.5
1956-05-03,02:11:17.000,-16,-74,0,5.5
1956-05-15,12:32:59.000,-6,-82,33,5.2
1956-05-17,05:59:57.000,-16.5,-72,60,5.3
1956-06-10,15:19:40.000,-18,-74.5,33,5.1
1956-08-17,05:53:25.000,-5,-80,0,5
1956-09-29,11:31:40.000,-12,-78,33,2.8
1956-10-12,02:37:44.000,-15.5,-75.28,0,6.5
1956-10-29,15:42:08.000,-8.5,-77,60,6.4
1956-11-25,14:15:10.000,-17,-71.5,100,5.2
1956-12-01,21:24:54.000,-17.5,-72.5,33,5.6
1957-01-15,04:09:15.000,-2,-76.5,100,5.6
1957-01-24,07:16:29.000,-12.5,-78,0,6.3
1957-02-18,23:49:52.000,-11.4,-76.9,90,6.6
1957-02-21,20:04:47.000,-15.75,-75.75,33,4.8
1957-05-19,05:19:32.000,-13.75,-76.75,33,4
1957-08-01,12:46:23.000,-18,-70,150,4.7
1957-08-07,08:49:24.000,-5,-81,0,5.3
1957-10-01,23:20:50.000,-7,-74,100,5.8
1957-10-20,02:54:48.000,-14.5,-76,100,3.9
1957-11-28,03:07:55.000,-10,-75.5,100,5.8
1957-12-15,22:18:25.000,-14.5,-73,200,5.2
1958-01-15,19:14:29.000,-16.5,-72,60,7
1958-02-21,03:18:25.000,-16,-74.5,33,5.2
1958-03-01,09:05:40.000,-13.5,-76.5,0,7
1958-04-21,12:15:28.000,-8,-74,150,5.5
1958-04-28,11:47:40.000,-11,-74,0,6.5
1958-05-12,21:12:16.000,-6.5,-75.5,150,5.6
1958-05-25,21:11:45.000,-3,-77,29,6.5
1958-05-26,08:49:47.000,-3,-77,27,5.6
1958-06-08,15:52:23.000,-16,-75,33,5.1
1958-06-16,14:56:58.000,-7.5,-80,33,4.9
1958-06-29,03:25:42.000,-15.5,-70.5,150,6.5
1958-07-26,17:37:09.000,-13.5,-69.5,630,7.3
1958-07-26,18:04:42.000,-12.5,-68,650,5.6
1958-09-18,21:24:42.000,-9.5,-80,33,5.1
1958-12-19,11:14:40.000,-16,-72,100,5.2
1959-01-03,04:15:47.000,-15,-75,33,5
1959-01-03,11:17:39.000,-14.84,-75.7,0,6.4
1959-01-13,19:06:40.000,-16.5,-71.5,150,5.4
1959-01-26,20:58:50.000,-4.5,-82.5,33,6
1959-02-07,09:36:54.000,-4.205,-81.112,40,7.4
1959-02-11,19:57:05.000,-4,-82.5,33,6.4
1959-04-03,19:33:50.000,-4,-81,33,4.9
1959-04-21,16:36:42.000,-18.5,-71.5,33,5.2
1959-04-25,20:33:36.000,-8,-76,100,4.8
1959-05-05,05:30:15.000,-9,-78.5,33,4.5
1959-06-13,22:16:24.000,-17,-72.5,33,5.8
1959-06-22,03:22:51.000,-4,-81,33,5.4
1959-07-01,10:32:29.000,-16.5,-69.5,200,4.9
1959-07-06,08:28:20.000,-15.5,-75,33,4.3
1959-07-19,15:06:10.000,-15,-70.5,200,7.1
1959-08-15,18:28:57.000,-8,-79.5,33,5.1
1959-08-28,07:19:12.000,-9,-75,100,5.5
1959-10-13,20:52:25.000,-9,-79.5,33,5
1959-12-02,07:02:52.000,-9,-80,33,4.4
