fecha,hora,latitude,longitude,depth,mag
1948-02-14,23:28:00.000,-8.3,-77.2,20,3.4
1948-02-15,00:29:00.000,-8.3,-77.2,20,4.3
1948-02-15,03:23:00.000,-8.3,-77.2,20,3.4
1948-02-17,10:16:00.000,-17.2,-71.1,30,3.6
1948-02-18,19:33:00.000,-3.9,-80.8,40,3.7
1948-02-19,06:50:00.000,-3.9,-80.8,40,4
1948-02-20,01:23:11.000,-5,-80.7,0,5.1
1948-02-20,01:26:32.000,-5,-80.7,0,5.1
1948-02-22,10:58:00.000,-12.2,-77.5,40,4.6
1948-02-26,18:10:00.000,-8.15,-78.05,20,3.1
1948-03-04,10:00:00.000,-10.6,-75.4,30,4.5
1948-03-06,05:17:00.000,-11.1,-74.8,40,4.6
1948-03-06,11:15:00.000,-13.6,-76.6,90,4.8
1948-03-15,10:00:00.000,-12.2,-77.5,40,4
1948-03-17,19:20:00.000,-12.2,-77.5,40,4
1948-03-19,16:49:00.000,-3.9,-80.8,40,3.7
1948-03-24,21:55:00.000,-14.4,-76.3,60,4.4
1948-03-27,01:40:00.000,-9.9,-75.4,30,4
1948-04-04,14:05:00.000,-11.67,-78.167,40,4.8
1948-04-14,04:38:00.000,-11.8,-75.1,30,4.5
1948-04-17,12:00:00.000,-12,-77.8,40,4.5
1948-04-18,00:05:00.000,-7,-80.3,40,4.8
1948-04-24,01:15:00.000,-16.5,-71.7,30,3.9
1948-04-29,00:28:00.000,-5.95,-78.7,20,3.1
1948-04-30,12:12:00.000,-3.9,-80.8,40,4.3
1948-05-01,00:55:00.000,-8.9,-75.6,30,3.9
1948-05-11,08:55:41.000,-17.5,-70.25,70,7.3
1948-05-12,08:00:00.000,-18.1,-70,30,3.2
1948-05-15,00:15:00.000,-8.2,-79.3,40,3.7
1948-05-28,05:36:16.000,-13,-76.5,60,6
1948-06-03,04:15:00.000,-9.4,-75.4,30,4.6
1948-06-11,00:15:00.000,-7.8,-79.5,40,4.2
1948-06-12,03:40:00.000,-7.8,-79.5,40,3.7
1948-06-14,09:20:00.000,-7.7,-74.3,200,6.1
1948-06-15,00:10:00.000,-7.8,-79.5,40,4.3
1948-06-15,05:01:00.000,-16.5,-71.7,30,3.2
1948-06-18,00:15:00.000,-7.3,-79.5,40,4.1
1948-06-23,07:25:00.000,-17.3,-70.8,30,3.1
1948-06-23,07:45:00.000,-17.296,-70.796,30,3.6
1948-06-24,01:30:00.000,-17.1,-71.1,30,3.1
1948-07-01,20:25:00.000,-11.9,-77.5,40,3.8
1948-07-02,19:05:00.000,-17.1,-71.1,30,3.6
1948-07-04,07:30:00.000,-17.2,-70.8,30,3.5
1948-07-05,00:45:00.000,-17.3,-70.8,30,3.1
1948-07-05,19:07:00.000,-17.1,-71.2,30,3.2
1948-07-20,11:02:17.000,-16.238,-74.24,30,7.1
1948-07-21,04:20:00.000,-17.2,-71.1,30,3.6
1948-08-04,05:45:00.000,-11.7,-77.8,40,4.5
1948-08-15,07:35:00.000,-12.6,-76.5,80,4.4
1948-08-16,11:15:00.000,-13.42,-72.8,25,3.8
1948-08-17,17:45:00.000,-13.5,-76,90,4.4
1948-08-19,23:45:00.000,-12.6,-76.5,80,4.4
1948-08-20,12:00:00.000,-12.2,-77.5,40,4
1948-08-31,12:47:00.000,-3.9,-80.8,40,4.3
1948-09-05,10:14:00.000,-12.2,-77.5,40,4.5
1948-09-08,01:30:00.000,-13,-76.2,90,4.3
1948-09-21,08:25:00.000,-12.6,-77.5,80,4.7
1948-09-23,21:16:00.000,-5.4,-80.8,80,4.2
1948-09-27,09:27:00.000,-3.9,-80.8,40,4.3
1948-10-02,18:10:00.000,-14,-72.8,30,4.3
1948-10-09,10:25:00.000,-13,-76.2,90,4.3
1948-10-09,21:45:00.000,-18,-69.92,30,3.3
1948-10-10,08:40:00.000,-13.44,-72.51,25,3.3
1948-10-10,17:00:00.000,-17.3,-70.8,30,3.6
1948-10-12,07:49:00.000,-12.05,-77.5,40,4.1
1948-10-18,03:40:00.000,-7.8,-79.5,50,3.8
1948-10-29,03:05:00.000,-18,-69.92,30,3.8
1948-11-01,02:11:00.000,-16.6,-71.6,35,3.5
1948-11-06,10:17:00.000,-13.544,-71.964,25,3.3
1948-11-06,17:30:00.000,-11.8,-75.1,30,3.8
1948-11-13,10:05:00.000,-13,-76.2,80,4.2
1948-11-18,08:18:00.000,-12.345,-77.293,70,4.9
1948-11-24,18:45:00.000,-16.5,-71.7,25,4
1948-12-03,04:00:00.000,-11,-75.9,30,3.6
1948-12-12,14:50:00.000,-8.48,-77.46,25,3.2
1948-12-22,00:35:00.000,-9.5,-78.6,40,4.5
1948-12-25,15:20:00.000,-12.1,-77.5,40,3.9
1948-12-26,17:35:00.000,-3.9,-80.8,30,4.1
1948-12-30,13:20:00.000,-9.5,-78.6,40,3.8
1949-01-01,22:47:00.000,-11.1,-74.8,30,4.1
1949-01-03,10:35:00.000,-12.1,-77.5,40,4.5
1949-01-05,04:45:00.000,-8.2,-79.3,40,4.3
1949-01-06,02:12:00.000,-11.1,-74.8,30,4.3
1949-01-07,07:00:00.000,-11.5,-75,30,4.7
1949-01-10,04:40:00.000,-16.5,-71.7,25,3.6
1949-01-10,18:25:00.000,-13.57,-71.93,35,3.1
1949-01-11,00:58:00.000,-16.5,-71.7,40,3.3
1949-01-12,21:22:00.000,-16.5,-71.7,25,4
1949-01-13,16:48:00.000,-12.4,-77.3,50,4.5
1949-01-20,16:30:00.000,-9.3,-78.8,40,4.3
1949-01-25,21:30:00.000,-9.6,-78.6,50,3.9
1949-01-25,23:49:00.000,-8.51,-77.68,20,3.4
1949-01-26,01:40:00.000,-4.4,-81.6,30,4.6
1949-01-26,12:45:00.000,-16.5,-71.7,25,3.8
1949-02-01,22:01:00.000,-5.85,-78.8,20,3.3
1949-02-02,18:25:00.000,-11.2,-75.4,40,4
1949-02-13,14:20:00.000,-8.43,-77.55,20,3.3
1949-02-24,11:35:01.000,-12.5,-75,40,4.4
1949-03-02,09:00:00.000,-17.8,-70.2,30,3.6
1949-03-03,08:00:00.000,-10.8,-78.05,40,4.2
1949-03-07,06:25:00.000,-18.1,-70,30,3.9
1949-03-13,09:35:00.000,-9.4,-75.4,30,4.6
1949-03-17,04:30:00.000,-18.1,-70,30,3.7
1949-03-17,05:49:06.000,-15.5,-69.5,0,5.1
1949-03-20,03:00:00.000,-13.5,-76,90,4.7
1949-03-20,09:45:00.000,-11.2,-75.4,40,4
1949-04-02,09:00:00.000,-14.9,-75.1,90,4.9
1949-04-05,07:00:00.000,-13.5,-76,90,4.7
1949-04-10,19:12:00.000,-8.38,-77.46,30,3.2
1949-04-12,22:00:00.000,-13,-76.2,90,4.8
1949-04-14,08:00:00.000,-13.5,-76,90,4.7
1949-04-16,01:45:00.000,-13.5,-71.6,25,3.8
1949-04-23,00:30:14.000,-11.26,-75,90,4.7
1949-04-25,13:54:59.000,-19.75,-69,0,7.3
1949-05-02,01:05:00.000,-17.2,-70.7,30,3.2
1949-05-12,03:25:00.000,-8.44,-77.57,20,3.2
1949-05-13,02:27:00.000,-11.9,-76.4,30,3.2
1949-05-16,15:10:00.000,-12.4,-77.4,40,4.3
1949-05-17,04:55:00.000,-12,-76.85,90,4.6
1949-05-19,21:46:00.000,-12.4,-77.4,40,4.5
1949-05-20,04:00:00.000,-13.5,-76,90,4.7
1949-05-21,23:05:00.000,-5.6,-78.96,20,3.4
1949-05-30,01:43:00.000,-18.1,-70,30,3.7
1949-05-30,08:36:00.000,-4,-81.5,30,5
1949-06-03,17:45:00.000,-4,-81.5,30,5
1949-06-16,02:25:00.000,-15.65,-74.15,20,4.1
1949-06-28,19:20:00.000,-12.4,-77.4,40,4
1949-07-03,11:50:00.000,-4,-80.8,30,3.2
1949-07-04,01:35:00.000,-8.46,-77.57,30,3.2
1949-07-11,00:00:00.000,-8.48,-77.42,30,3
1949-07-13,07:45:00.000,-16.62,-71.5,25,3.6
1949-07-13,16:50:00.000,-8.48,-77.42,25,3.3
1949-07-15,05:30:00.000,-8.32,-77.51,20,4
1949-07-21,08:01:39.000,-15.5,-73,150,6.5
1949-07-25,05:45:00.000,-11.15,-75.9,20,4.3
1949-07-26,05:20:00.000,-12.4,-77.4,40,4.5
1949-07-29,16:45:00.000,-8.41,-77.6,30,3.5
1949-08-01,14:44:00.000,-12,-77.5,40,4.2
1949-08-06,02:54:00.000,-12.4,-77.4,40,4.5
1949-08-10,01:30:00.000,-8.33,-77.53,25,3.6
1949-08-10,21:15:00.000,-12.4,-77.4,40,4
1949-08-19,04:41:00.000,-11.95,-76.55,30,3.5
1949-08-22,06:20:00.000,-18.1,-70,30,3.7
1949-08-25,18:45:00.000,-17,-71,30,3.9
1949-08-30,14:55:00.000,-12.4,-77.4,40,3.9
1949-09-09,10:30:00.000,-8.44,-77.48,25,3.3
1949-10-14,01:37:00.000,-3.8,-80.8,30,4
1949-10-26,17:15:00.000,-13,-76.2,90,4.8
1949-11-03,22:15:00.000,-11.2,-75.4,30,3.4
1949-11-05,23:45:00.000,-11.2,-75.4,30,3.9
1949-11-15,16:30:00.000,-8.32,-77.57,20,3.5
1949-11-21,05:45:00.000,-11.2,-75.4,30,3.9
1949-11-28,08:00:00.000,-17.3,-72.4,30,4.3
1949-12-02,01:35:00.000,-12.4,-77.4,40,4.3
1949-12-03,12:01:54.000,-18,-70,0,5.5
1949-12-18,20:32:00.000,-5,-77.3,30,3.4
1949-12-22,07:58:00.000,-11.25,-74.9,100,4.8
1949-12-23,06:30:00.000,-8.32,-77.57,20,3.5
1950-01-03,06:00:00.000,-12.4,-77.4,40,4.3
1950-01-03,19:35:00.000,-13,-76.2,90,4.8
1950-01-13,03:00:00.000,-8.43,-77.55,20,3.5
1950-01-16,02:30:00.000,-13.5,-71.2,15,3.6
1950-01-17,05:00:00.000,-13.5,-71.2,15,4.1
1950-01-26,06:00:00.000,-13.5,-71.2,25,3.5
1950-02-02,06:45:00.000,-12.2,-77.5,40,4.5
1950-02-21,00:25:00.000,-4.4,-81,30,3.8
1950-02-26,08:55:00.000,-7.4,-79.9,40,4.3
1950-03-05,02:17:18.000,-12.2,-77.5,40,4.7
1950-03-07,08:03:00.000,-8,-71,0,8.6
1950-03-11,09:20:00.000,-12.4,-77.3,40,3.9
1950-03-14,03:10:02.000,-9.601,-75.625,150,6.8
1950-03-14,09:40:00.000,-10.3,-75.7,150,5
1950-03-21,09:00:00.000,-12.4,-77.3,40,3.9
1950-03-22,23:43:00.000,-11.1,-74.8,30,4.5
1950-04-26,06:11:48.000,-11.1,-74.8,30,4.5
1950-05-21,18:37:40.000,-13.477,-72.102,15,5.6
1950-05-23,21:00:00.000,-13.57,-71.93,30,3
1950-05-24,00:00:00.000,-13.57,-71.93,30,3
1950-05-25,18:03:00.000,-13.544,-71.964,25,3.6
1950-05-27,08:15:00.000,-17.2,-70.6,30,3.8
1950-05-28,09:00:00.000,-13.57,-71.93,30,3
1950-05-31,00:45:00.000,-12.4,-77.5,40,4.9
1950-06-01,08:00:00.000,-13.57,-71.93,30,3
1950-06-02,12:40:00.000,-4.4,-81,30,3.6
1950-06-02,18:52:00.000,-18.1,-70,30,3.2
1950-06-07,16:52:34.000,-4.9,-76.742,150,6.8
1950-06-09,18:40:00.000,-13.4,-73.2,30,4
1950-06-14,07:59:23.000,-14.5,-70,287,5.1
1950-06-14,08:04:00.000,-17.8,-70.2,30,3.6
1950-06-16,08:05:00.000,-14.05,-71.55,20,3.4
1950-06-17,21:25:00.000,-11.7,-77,90,4.9
1950-06-22,22:53:37.000,-15,-70,0,4.9
1950-06-22,22:55:00.000,-17.2,-70.7,30,4.2
1950-06-29,06:30:00.000,-16.6,-71.6,40,3.4
1950-06-30,10:25:00.000,-16.5,-71.7,40,3.8
1950-06-30,21:15:00.000,-17.7,-70.3,30,3.8
1950-07-09,02:38:00.000,-8,-79.4,40,4.4
1950-07-09,05:20:00.000,-8.9,-74.3,40,4.6
1950-07-09,09:45:07.000,-8.2,-71,667,6.4
1950-07-13,20:38:00.000,-17.5,-70,120,4.9
1950-07-15,04:30:00.000,-17.5,-70,120,4.6
1950-07-17,12:25:00.000,-14.1,-71.5,20,4.3
1950-07-22,22:55:00.000,-17.2,-70.8,30,3
1950-08-06,20:35:00.000,-8.4,-77.58,20,4.3
1950-08-08,03:35:00.000,-7,-80.3,40,4.8
1950-08-10,02:55:00.000,-12.2,-77.5,40,4
1950-08-18,10:33:00.000,-5.58,-78.9,20,3.3
1950-08-21,10:25:00.000,-8.2,-79.3,40,4.3
1950-08-25,03:35:00.000,-13.7,-71.85,25,3.6
1950-09-04,17:45:00.000,-13.5,-71.2,15,3.8
1950-09-16,16:16:00.000,-12.4,-77.5,40,4.1
1950-09-18,19:36:43.000,-8,-71,650,5.6
1950-09-24,16:26:00.000,-11.1,-74.8,40,4.1
1950-09-27,08:07:00.000,-11.1,-74.8,30,4.3
1950-10-08,05:40:00.000,-8,-79.5,40,4.2
1950-11-04,01:30:00.000,-13.6,-76,90,4.8
1950-11-06,07:00:00.000,-8.44,-77.57,20,3.5
1950-11-15,17:45:00.000,-17.3,-70.6,30,4.1
1950-11-16,16:48:00.000,-14.3,-76.5,50,4.6
1950-11-18,09:40:00.000,-3.4,-80.6,30,4
1950-11-20,21:48:00.000,-17.3,-70.6,30,4.3
1950-11-27,14:13:00.000,-18,-69.9,30,4.1
1950-12-02,15:19:22.000,-8.2,-71,667,6.8
1950-12-04,13:18:00.000,-12.4,-77.5,40,4.6
1950-12-09,21:38:48.000,-23.5,-67.5,100,8.3
1950-12-10,02:50:42.000,-14.25,-75.75,80,7
1950-12-12,03:35:00.000,-8.3,-79.25,40,4.3
1950-12-25,13:25:00.000,-14.3,-75.8,80,4.6
1950-12-26,21:05:00.000,-12.4,-77.5,40,4.6
1950-12-27,04:30:00.000,-17,-71.2,30,4.1
1950-12-28,14:17:26.000,-7.5,-71,650,6.2
1951-01-02,23:12:04.000,-9.5,-79.5,40,5.2
1951-01-10,02:52:00.000,-11.8,-77.5,40,4.6
1951-01-16,16:21:00.000,-14.3,-75.8,80,4.3
1951-01-17,17:00:00.000,-14.3,-75.8,80,4.8
1951-01-19,13:20:00.000,-12.4,-77.5,40,4.6
1951-02-02,14:00:00.000,-12.6,-77.4,30,4.3
1951-02-04,11:06:00.000,-11.9,-77.1,30,4.1
1951-02-10,01:56:00.000,-11.9,-77.1,30,4.4
1951-02-21,13:23:00.000,-10.9,-78,40,4.3
1951-03-04,01:15:00.000,-14.3,-75.8,80,4.6
1951-03-04,11:17:33.000,-15.439,-73.458,100,6.9
1951-03-04,17:27:00.000,-15.5,-74,90,4.6
1951-03-06,10:45:00.000,-5.52,-79,20,3.8
1951-03-11,05:28:00.000,-12.4,-77.5,40,4.4
1951-03-11,09:08:14.000,-14,-70,200,5.2
1951-03-13,07:45:00.000,-14.9,-75.1,90,4.7
1951-03-13,09:00:00.000,-13.75,-71.65,25,3.4
1951-03-14,06:20:00.000,-12.4,-77.6,40,4.4
1951-03-17,19:25:00.000,-13.1,-77,40,4.8
1951-03-19,17:05:00.000,-12.4,-77.5,40,4.1
1951-03-22,04:30:00.000,-12.4,-77.4,40,4
1951-03-29,09:48:00.000,-14,-76,80,5
1951-04-07,01:16:00.000,-16.7,-71.4,20,4
1951-04-08,19:31:00.000,-17.2,-71.2,30,4.2
1951-04-17,11:55:00.000,-9.59,-77.51,25,3.3
1951-04-22,03:40:00.000,-14.3,-75.8,80,4.8
1951-04-23,13:20:00.000,-17.3,-70.65,30,3.8
1951-04-30,12:11:00.000,-16.5,-71.7,25,4
1951-05-02,04:45:00.000,-12.4,-77.5,40,4.6
1951-05-03,19:54:00.000,-11.25,-74.9,100,4.9
1951-05-10,09:50:00.000,-11,-74,83,4.9
1951-05-18,17:20:00.000,-8.5,-77.37,20,3.7
1951-05-23,08:50:00.000,-11.1,-74.8,30,4.3
1951-05-24,18:25:00.000,-16,-72.8,20,4.2
1951-06-06,17:10:00.000,-12.4,-77.4,40,4
1951-06-18,09:32:00.000,-14.3,-75.8,80,4.9
1951-06-24,01:44:26.000,-8.3,-79.8,0,5.5
1951-07-03,11:15:00.000,-16.2,-71.8,30,3.7
1951-07-03,13:19:00.000,-12.4,-77.5,40,4.6
1951-07-14,04:59:00.000,-4,-81.3,30,4.8
1951-07-23,05:02:00.000,-16.6,-71.6,40,4.8
1951-08-11,00:00:00.000,-13.6,-76.6,80,4.7
1951-08-14,08:15:00.000,-17.4,-70.4,30,3.9
1951-08-20,08:40:00.000,-7.5,-79.8,40,4.2
1951-08-21,16:00:00.000,-16.6,-71.6,40,3.8
1951-08-22,23:20:00.000,-11.2,-77.9,40,3.8
1951-08-27,05:00:00.000,-16.2,-72.4,30,4
1951-08-30,14:30:00.000,-8.55,-77.34,20,4.1
1951-09-04,23:45:00.000,-4.4,-81.6,30,4.6
1951-09-10,12:15:00.000,-8.9,-75.7,40,4.4
1951-09-14,05:29:00.000,-8.1,-79.4,40,4.7
1951-09-20,01:00:00.000,-4,-81.4,30,4.6
1951-09-20,07:37:00.000,-4.2,-81.2,30,4.1
1951-09-25,14:05:00.000,-8.2,-79.3,40,4.1
1951-09-28,09:28:00.000,-14.3,-75.8,80,4.8
1951-10-01,09:12:00.000,-14.2,-75.8,80,4.3
1951-10-03,11:07:09.000,-17.9,-70.8,63,5.8
1951-10-12,18:22:36.000,-2,-77,0,5.9
1951-11-09,22:10:00.000,-16.596,-71.796,30,3.8
1951-11-16,13:13:00.000,-12.8,-77,40,4.4
1951-11-23,05:42:30.000,-12.3,-77.4,40,4.2
1951-12-05,05:55:00.000,-16.55,-71.6,30,4
1951-12-14,01:48:00.000,-8.2,-79.3,40,4.8
1952-01-05,12:00:00.000,-15.5,-74.8,60,4
1952-01-15,07:00:51.000,-4.26,-80.06,100,6.5
1952-01-24,16:40:00.000,-7.3,-79.9,50,5
1952-01-28,20:15:00.000,-12.3,-77.4,40,4.4
1952-01-30,10:00:00.000,-6.2,-77.3,40,3.8
1952-02-03,06:38:00.000,-9.6,-77.51,20,3.2
1952-02-09,04:13:00.000,-10.65,-75.5,28,4.2
1952-02-17,15:46:00.000,-12.3,-77.4,40,4.2
1952-02-26,11:31:00.000,-15.738,-70.657,200,5.6
1952-02-26,12:04:00.000,-16.6,-71.6,30,3.7
1952-03-13,14:15:00.000,-7.5,-79.8,40,4.2
1952-03-15,08:49:00.000,-16.2,-72.4,30,4
1952-03-23,07:11:00.000,-10.8,-75.2,150,5
1952-03-23,08:25:00.000,-10.8,-75.2,150,4.5
1952-03-31,12:25:00.000,-6.16,-78.85,20,3.4
1952-03-31,20:01:00.000,-12.4,-77.4,40,4
1952-04-08,00:19:07.000,-9,-71,603,5.8
1952-04-13,12:50:00.000,-17.2,-70.7,30,4.2
1952-04-14,06:51:00.000,-12.4,-77.4,40,4
1952-04-21,09:11:00.000,-12,-76.7,90,5
1952-05-02,18:35:00.000,-12.4,-77.4,40,4.2
1952-05-03,12:14:11.000,-14.203,-76.323,50,6.4
1952-05-03,20:41:00.000,-14.3,-75.8,80,4.8
1952-05-04,16:58:00.000,-14.3,-75.8,80,4.6
1952-05-08,09:38:58.000,-16.9,-70.3,96,4.3
1952-05-10,13:54:00.000,-15.6,-73.1,30,3.8
1952-05-23,10:03:00.000,-18.1,-70,30,4.2
1952-05-24,01:59:00.000,-18.02,-70.25,0,5.9
1952-05-25,14:30:00.000,-18.1,-70,30,3.2
1952-05-26,07:44:00.000,-18.1,-70,30,3.7
1952-06-08,05:31:00.000,-12.4,-77.4,40,4.5
1952-06-20,16:33:00.000,-8.8,-77.4,25,3.8
1952-06-23,08:44:00.000,-12.4,-77.4,40,4.8
1952-06-26,08:10:00.000,-12.4,-77.4,40,4
1952-07-06,07:00:00.000,-13.55,-71.97,25,3.6
1952-07-11,07:40:00.000,-12.4,-77.4,40,4.8
1952-07-17,03:40:00.000,-12.4,-77.4,40,4.5
1952-07-17,15:14:00.000,-12.4,-77.4,40,4
1952-07-22,18:05:00.000,-11.6,-77.8,40,4.7
1952-07-27,02:18:00.000,-12.4,-77.4,40,4.7
1952-07-27,18:35:00.000,-15.6,-74.8,60,4.2
1952-08-03,04:22:00.000,-12.3,-77.4,40,4.3
1952-08-03,18:14:00.000,-12.05,-77.5,30,4.1
1952-08-06,13:36:00.000,-12.05,-77.5,30,4.6
1952-08-14,06:25:00.000,-12.05,-77.5,30,4.4
1952-08-18,14:24:00.000,-12.05,-77.5,30,4.4
1952-08-22,22:50:00.000,-12.05,-77.5,30,3.8
1952-08-26,10:45:00.000,-13.55,-71.97,20,3.6
1952-09-11,12:03:00.000,-8.9,-75.7,40,4.4
1952-09-21,02:33:00.000,-16.8,-71.3,30,4.3
1952-09-23,08:08:00.000,-7.4,-79.8,40,4.8
1952-09-27,22:41:00.000,-12.05,-77.5,30,4.1
1952-10-12,12:34:00.000,-12.05,-77.5,30,3.9
1952-10-14,14:53:00.000,-11.25,-74.9,100,4.5
1952-11-08,06:01:00.000,-12.4,-77.4,40,4
1952-11-18,14:35:00.000,-11.7,-78,40,4.6
1952-12-13,02:54:00.000,-17.4,-70.5,30,3.6
1952-12-17,04:40:00.000,-11.25,-74.9,100,4.8
1952-12-31,20:42:00.000,-12.05,-77.5,30,3.9
1953-01-09,07:00:00.000,-8.5,-79.2,40,4.5
1953-01-09,16:14:00.000,-4.4,-81.6,30,4.9
1953-01-11,14:17:00.000,-11.95,-76.55,30,3
1953-01-18,12:52:00.000,-12.05,-77.5,30,3.9
1953-02-05,22:13:00.000,-12.05,-77.5,30,3.9
1953-02-11,12:11:00.000,-16.7,-71,120,4.8
1953-02-28,07:36:00.000,-11.7,-78,40,4.6
1953-02-28,19:50:00.000,-11.7,-78,40,4.8
1953-03-07,05:25:00.000,-12.13,-76.87,20,3.7
1953-03-08,03:05:00.000,-7.7,-79.6,30,4.6
1953-03-11,05:43:00.000,-12,-77.2,30,4.1
1953-03-13,05:05:00.000,-12,-77.2,30,4.4
1953-04-04,11:20:00.000,-10.2,-75,30,3.7
1953-04-08,13:45:00.000,-15.6,-74.8,60,4.2
1953-04-09,19:48:00.000,-16.7,-71.5,40,3.5
1953-04-13,19:35:00.000,-16.7,-71.5,40,3.5
1953-04-14,13:29:26.000,-8.2,-71,61,6.6
1953-04-14,18:50:00.000,-16.5,-71.7,25,3.1
1953-04-15,02:00:00.000,-16.6,-71.5,40,3.4
1953-04-17,00:02:50.000,-5.315,-77.702,80,5.6
1953-04-23,14:18:00.000,-11.25,-74.9,100,4.8
1953-04-24,07:55:00.000,-18.2,-69.95,30,4.1
1953-04-24,10:01:00.000,-16.6,-71.5,35,3.8
1953-04-26,00:28:00.000,-7.3,-78.46,20,4.2
1953-05-02,23:50:00.000,-17.2,-71.1,20,4.9
1953-05-06,09:55:00.000,-16.75,-71.4,40,3.5
1953-05-12,00:09:00.000,-9.3,-78.9,40,4.4
1953-05-25,04:54:00.000,-16.6,-71.6,40,3.4
1953-05-27,07:45:00.000,-17.2,-72.3,30,4.5
1953-05-28,20:49:00.000,-9.3,-78.2,90,5
1953-05-29,12:38:00.000,-15.6,-74.8,60,4.2
1953-05-30,15:07:00.000,-12,-76.8,90,4.6
1953-06-04,02:37:00.000,-6,-77.4,50,4
1953-06-04,10:10:00.000,-16.6,-71.6,40,4.4
1953-06-05,07:50:00.000,-11.95,-76.55,25,3.3
1953-06-15,22:33:00.000,-8.5,-74.4,230,4.8
1953-06-17,15:30:00.000,-5,-79.43,25,3.1
1953-06-17,23:45:00.000,-9.2,-78.9,40,4.3
1953-06-18,09:20:00.000,-16.65,-71.5,40,3.4
1953-06-21,19:00:00.000,-15.8,-74.6,50,4.3
1953-06-23,21:15:00.000,-16.6,-71.6,25,3.6
1953-06-27,03:58:00.000,-11.55,-76.8,70,4.5
1953-07-02,01:02:00.000,-11.4,-74.7,120,4.5
1953-07-16,04:05:00.000,-11.95,-76.55,30,3
1953-07-16,15:10:00.000,-15.6,-74.8,60,4.3
1953-07-18,04:25:00.000,-16.63,-71.5,35,4.3
1953-07-18,12:08:00.000,-5.5,-78.99,20,3.6
1953-07-28,05:30:00.000,-16.65,-71.5,40,3.4
1953-07-28,06:10:00.000,-9.44,-77.55,25,3.3
1953-08-04,05:26:00.000,-8.9,-75.7,40,4.2
1953-08-07,10:29:00.000,-16.68,-71.6,30,3.3
1953-08-14,17:15:00.000,-11.9,-76.54,30,3
1953-08-17,12:41:00.000,-12.85,-77.168,40,4.6
1953-08-21,10:29:00.000,-16.66,-71.5,25,3.2
1953-08-22,04:30:00.000,-11.9,-76.54,30,3
1953-08-22,17:48:00.000,-14.9,-75.1,80,4.8
1953-08-29,00:13:00.000,-16.9,-72.6,50,4.2
1953-09-11,19:32:00.000,-13.6,-76.6,80,4.9
1953-09-16,12:39:00.000,-11.25,-74.9,100,4.1
1953-09-18,02:00:00.000,-17.1,-71.1,30,3.1
1953-09-21,10:04:00.000,-13.37,-75.29,25,3.2
1953-09-28,06:00:00.000,-16.5,-71.6,30,3.1
1953-09-28,23:31:00.000,-15.7,-74.9,30,3.7
1953-10-05,12:18:00.000,-16.63,-71.55,40,3.4
1953-10-06,08:18:00.000,-16.68,-71.48,35,3.4
1953-10-12,03:15:00.000,-17.4,-70.6,30,3
1953-10-13,00:15:00.000,-16.68,-71.48,35,3.4
1953-10-21,01:48:00.000,-12.4,-77.5,40,4.1
1953-10-23,12:09:00.000,-12.4,-77.5,40,4.1
1953-11-01,21:08:00.000,-13.9,-72.3,20,3.3
1953-11-02,07:00:00.000,-13.9,-72.3,20,4
1953-11-06,12:50:00.000,-14.3,-75.8,80,4.6
1953-11-06,17:22:00.000,-11.7,-78,40,4.6
1953-11-10,21:13:00.000,-12.05,-76.6,25,3.4
1953-11-13,17:05:00.000,-12,-76.5,30,3.1
1953-11-18,18:07:00.000,-9.2,-78.9,40,4.3
1953-11-28,11:10:00.000,-15.7,-74.9,30,3.7
1953-11-29,09:00:00.000,-16.7,-71.45,25,3.8
1953-11-30,05:04:00.000,-12.4,-77.4,40,4
1953-12-03,11:05:00.000,-8.3,-79.3,40,4.3
1953-12-03,15:13:00.000,-14.3,-75.8,80,4.8
1953-12-05,15:32:00.000,-7.9,-79.6,40,4.5
1953-12-06,23:19:00.000,-9.2,-78.9,40,4.3
1953-12-07,11:25:00.000,-16.77,-71.4,25,3.4
1953-12-12,15:00:00.000,-5,-79.43,25,3.1
1953-12-12,17:31:25.000,-3.88,-80.45,30,7.8
1953-12-13,01:07:00.000,-3.4,-80.6,30,4.7
1953-12-14,08:30:00.000,-3.4,-80.6,30,4.1
1953-12-16,21:52:00.000,-16.66,-71.5,25,4.2
1953-12-17,06:00:00.000,-16.7,-71.45,30,3.3
1953-12-18,00:51:00.000,-16.67,-71.5,35,3.6
1953-12-18,02:15:00.000,-6.5,-79.25,25,3.8
1953-12-18,03:50:00.000,-3.4,-80.6,30,3.5
1953-12-18,06:07:00.000,-12,-76.9,90,4.3
1953-12-22,11:50:00.000,-8.9,-79,40,4.6
1953-12-23,22:20:00.000,-12,-76.5,30,3.3
1953-12-24,13:32:00.000,-9.2,-78.9,40,3.8
1953-12-25,06:45:00.000,-9.55,-77.15,20,3.9
1954-01-04,19:15:00.000,-11.7,-78,40,4.1
1954-01-08,10:40:00.000,-12,-76.9,90,4.3
1954-01-08,18:50:00.000,-9.2,-78.9,40,4.6
1954-01-17,23:23:00.000,-17.15,-71.1,30,3.1
1954-01-19,19:52:00.000,-12,-76.5,25,3.2
1954-01-21,05:30:00.000,-16.76,-71.4,25,3.4
1954-01-22,06:14:00.000,-12.4,-77.4,30,3.9
1954-01-22,07:00:00.000,-9.2,-78.9,40,4.3
1954-01-23,04:30:00.000,-9.2,-78.9,40,4.6
1954-01-26,06:10:00.000,-12,-76.9,90,4.3
